,property_ref,scraped_at,bedrooms,bathrooms,type,area,sub_area,has_bq,is_furnished,in_estate,security,serviced,luxury_features,price
5481,3433396,2026-04-15 20:47:57.240110+00:00,2,3,flat,Lekki,Ikate,False,True,True,True,True,0,10000000.0
5482,3433392,2026-04-15 20:47:57.242555+00:00,2,3,flat,Lekki,Orchid,False,False,False,False,True,0,6000000.0
5483,3433389,2026-04-15 20:47:57.245001+00:00,4,4,duplex,Magodo,Gra Phase 1,False,False,True,True,False,0,13000000.0
5484,3433385,2026-04-15 20:47:57.247394+00:00,2,3,terrace,Lekki,Orchid,True,False,False,False,True,0,6500000.0
5485,3391786,2026-04-15 21:12:31.054160+00:00,2,2,flat,Ajah,Lekk,False,False,False,True,True,0,5000000.0
5486,3139188,2026-04-16 02:14:19.593040+00:00,1,1,studio,Ikorodu,Igbogbo,False,False,False,False,False,0,300000.0
5487,3433399,2026-04-15 20:47:57.237638+00:00,4,4,duplex,Lekki,Lekk,True,False,False,False,False,0,15000000.0
5488,3433376,2026-04-15 20:47:57.254424+00:00,3,3,flat,Ikoyi,Ikoyi,False,True,False,False,False,3,50000000.0
5489,3412610,2026-04-15 20:48:14.067297+00:00,4,5,duplex,Lekki,Osapa,False,False,True,True,True,0,17000000.0
5490,3433350,2026-04-15 20:48:14.074749+00:00,2,2,flat,Lekki,Nike,False,True,True,True,True,0,10000000.0
5491,3427907,2026-04-15 21:12:31.058953+00:00,3,3,flat,Ikoyi,Osborne,False,False,True,True,True,1,15000000.0
5492,3396152,2026-04-15 22:42:33.740444+00:00,2,2,mini-flat,Ajah,Ilaje,False,True,False,False,True,0,3600000.0
5493,3427886,2026-04-15 21:12:31.070547+00:00,4,4,flat,Ajah,Ado,False,True,True,True,True,1,18000000.0
5494,2765358,2026-04-15 22:42:33.743171+00:00,1,1,mini-flat,Lekki,Bakare Estate,False,False,True,True,True,0,3500000.0
5495,3433319,2026-04-15 20:48:14.093107+00:00,5,5,duplex,Lekki,Agungi,True,True,True,True,False,0,18000000.0
5496,3368066,2026-04-15 20:48:14.098696+00:00,2,2,flat,Surulere,Kilo,False,False,False,False,False,0,4000000.0
5497,3396150,2026-04-15 22:42:33.745876+00:00,2,2,terrace,Victoria Island (VI),Adeola,False,True,False,False,False,0,40500000.0
5498,3433282,2026-04-15 20:48:14.104340+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,True,True,False,0,2000000.0
5499,3427848,2026-04-15 21:12:44.647882+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,7000000.0
5500,3433279,2026-04-15 20:48:14.110091+00:00,3,3,duplex,Magodo,Gra Phase 2,True,False,True,True,False,0,13000000.0
5501,3433271,2026-04-15 20:48:14.115618+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,True,True,False,0,22000000.0
5502,3433270,2026-04-15 20:48:14.118359+00:00,3,3,flat,Ikoyi,Ikoyi,False,True,False,False,True,1,50000000.0
5503,3433269,2026-04-15 20:48:50.837728+00:00,4,5,duplex,Lekki,Orchid,False,False,True,True,False,0,17000000.0
5504,3427814,2026-04-15 21:12:44.679459+00:00,2,2,terrace,Lekki,Ikate,False,True,True,True,False,0,15000000.0
5505,3427787,2026-04-15 21:13:09.990942+00:00,3,3,flat,Victoria Island (VI),Oniru,False,True,False,True,True,2,25000000.0
5506,3433277,2026-04-15 20:48:14.112873+00:00,3,3,Maisonette,Lekki,Ikate,False,False,False,True,True,0,13000000.0
5507,3433261,2026-04-15 20:48:50.843241+00:00,3,3,terrace,Ajah,Badore,False,False,True,True,False,0,3000000.0
5508,3354772,2026-04-16 02:16:58.690480+00:00,4,4,duplex,Lekki,Lekk,True,True,False,False,False,0,15000000.0
5509,3433260,2026-04-15 20:48:50.845907+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,20000000.0
5510,3433257,2026-04-15 20:48:50.848614+00:00,4,4,penthouse,Ajah,Badore,False,False,True,True,True,0,4500000.0
5511,3433251,2026-04-15 20:48:50.851326+00:00,2,2,flat,Lekki,Ikate,False,True,True,True,True,0,10000000.0
5512,3433247,2026-04-15 20:48:50.856688+00:00,2,2,flat,Lekki,Ikate,False,False,False,False,False,0,15000.0
5513,3396145,2026-04-15 22:42:33.748668+00:00,2,2,flat,Lekki,Ologolo,False,False,False,True,True,1,7000000.0
5514,3396142,2026-04-15 22:42:33.751384+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,16500000.0
5515,3431835,2026-04-15 20:48:50.861982+00:00,2,2,flat,Ajah,Sangotedo,False,False,True,True,False,0,2600000.0
5516,3433243,2026-04-15 20:48:50.865074+00:00,2,2,flat,Lekki,Chevron,False,False,False,False,True,0,6000000.0
5517,3396131,2026-04-15 22:42:33.753991+00:00,4,4,terrace,Lekki,Ikate,False,False,False,True,True,2,15000000.0
5518,3396123,2026-04-15 22:42:33.756597+00:00,1,1,flat,Ibeju Lekki,Awoyaya,False,False,False,True,False,0,1200000.0
5519,3433227,2026-04-15 20:48:50.882524+00:00,4,5,terrace,Lekki,Lekki Phase 1,True,False,True,True,True,1,25000000.0
5520,3404926,2026-04-16 00:56:50.964517+00:00,2,3,flat,Lekki,Ikate,False,False,False,False,True,0,7000000.0
5521,3360912,2026-04-15 20:49:35.653704+00:00,5,5,terrace,Lekki,Chevron,False,False,False,False,True,0,15000000.0
5522,3427704,2026-04-15 21:13:10.033031+00:00,2,2,flat,Lekki,Ikate,False,True,True,True,True,0,7000000.0
5523,3427674,2026-04-15 21:13:36.161655+00:00,2,2,bungalow,Lekki,Lekki Phase 1,False,False,True,True,False,0,8000000.0
5524,3433210,2026-04-15 20:49:35.659248+00:00,2,3,flat,Ajah,Ajiwe,False,False,False,False,True,0,4500000.0
5525,3355757,2026-04-15 20:49:35.670167+00:00,3,4,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,10000000.0
5526,3233735,2026-04-15 20:49:35.680966+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,20000000.0
5527,3433183,2026-04-15 20:49:35.683687+00:00,4,4,duplex,Lekki,Ikate,False,False,False,False,False,0,20000000.0
5528,3433161,2026-04-15 20:50:17.541861+00:00,1,1,flat,Ajah,Ado,False,True,False,False,False,0,1000000.0
5529,3398254,2026-04-15 21:13:51.714366+00:00,4,5,duplex,Ajah,Abraham,False,False,False,False,False,0,10000000.0
5530,3417861,2026-04-15 21:46:32.061395+00:00,1,1,flat,Victoria Island (VI),Oniru,False,False,False,True,True,1,7000000.0
5531,3433190,2026-04-15 20:49:35.678314+00:00,3,4,flat,Ikoyi,Ikoyi,False,True,False,False,True,1,50000000.0
5532,3433176,2026-04-15 20:49:35.691862+00:00,4,4,flat,Ikoyi,Banana Island,False,False,False,True,True,2,38000000.0
5533,3433162,2026-04-15 20:50:17.536431+00:00,5,5,duplex,Ajah,Royal Garden,True,False,False,False,False,0,15000000.0
5534,3427590,2026-04-15 21:13:51.749695+00:00,1,1,flat,Lekki,Chevron,False,False,True,True,True,0,5500000.0
5535,3433166,2026-04-15 20:50:17.533679+00:00,1,1,mini-flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,7000000.0
5536,3433141,2026-04-15 20:50:17.558134+00:00,5,5,duplex,Lekki,Ikate,False,True,True,True,False,0,25000000.0
5537,3335635,2026-04-15 21:14:30.089707+00:00,4,4,flat,Ikoyi,Banana Island,False,False,True,True,True,2,40000000.0
5538,3417806,2026-04-15 21:46:32.081034+00:00,3,3,duplex,Lekki,Orchid,True,False,False,False,True,0,7000000.0
5539,3380919,2026-04-15 22:56:31.343131+00:00,4,4,duplex,Ajah,Olokonla,True,False,True,True,False,0,10000000.0
5540,3433146,2026-04-15 20:50:17.552706+00:00,3,3,flat,Lekki,Ikate,False,True,False,False,False,0,18000000.0
5541,3433143,2026-04-15 20:50:17.555407+00:00,3,3,terrace,Lekki,Ikate,False,False,False,False,False,0,12000000.0
5542,3433136,2026-04-15 20:50:17.568573+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,True,False,False,True,0,35000000.0
5543,3433123,2026-04-15 20:50:17.576424+00:00,1,2,flat,Ajah,Olokonla,False,False,True,True,False,0,3500000.0
5544,3346009,2026-04-15 21:14:30.101953+00:00,3,3,terrace,Lekki,Ikate,False,False,False,True,False,0,18000000.0
5545,3433118,2026-04-15 20:50:17.581770+00:00,2,3,flat,Lekki,Business,False,False,True,True,False,0,4500000.0
5546,3396097,2026-04-15 22:42:33.763937+00:00,2,2,flat,Ajah,Heaven Estate,False,False,True,True,False,1,2500000.0
5547,3433102,2026-04-15 20:50:49.187361+00:00,2,2,terrace,Lekki,Orchid,True,False,False,False,True,0,6500000.0
5548,3396090,2026-04-15 22:42:33.766528+00:00,4,4,duplex,Lekki,Ikota,False,False,False,False,False,0,15000000.0
5549,3433090,2026-04-15 20:50:49.190493+00:00,4,5,terrace,Lekki,Lekki Phase 1,True,True,True,True,True,2,20000000.0
5550,3433072,2026-04-15 20:50:49.198065+00:00,1,1,studio,Ajah,Abijo,False,False,False,True,False,0,700000.0
5551,3364433,2026-04-15 21:14:45.017146+00:00,3,3,flat,Victoria Island (VI),Adeola,False,True,False,True,True,0,35000000.0
5552,3380502,2026-04-15 22:56:45.521251+00:00,4,5,terrace,Lekki,Lekki Phase 1,True,False,True,True,True,0,30000000.0
5553,3433080,2026-04-15 20:50:49.196563+00:00,1,1,mini-flat,Ajah,Abijo,False,False,False,True,False,0,1200000.0
5554,3433044,2026-04-15 20:50:49.205681+00:00,2,2,flat,Ajah,Sangotedo,False,False,True,True,True,0,5000000.0
5555,3433043,2026-04-15 20:50:49.207189+00:00,2,2,flat,Lekki,Ologolo,False,False,False,True,True,0,7500000.0
5556,3433038,2026-04-15 20:50:49.208707+00:00,4,4,duplex,Lekki,Orchid,True,False,True,True,True,2,12000000.0
5557,3396077,2026-04-15 22:42:33.769154+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,False,1,25000000.0
5558,3433049,2026-04-15 20:50:49.202736+00:00,4,5,duplex,Victoria Island (VI),Oniru,False,True,True,True,True,0,30000000.0
5559,3396071,2026-04-15 22:42:33.771826+00:00,2,3,flat,Ajah,Lekk,False,False,True,True,False,0,5000000.0
5560,3432990,2026-04-15 20:51:08.311057+00:00,3,4,flat,Lekki,Vgc,False,False,True,True,True,0,5500000.0
5561,3433034,2026-04-15 20:51:08.291086+00:00,3,3,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,8000000.0
5562,3426034,2026-04-15 21:19:03.899442+00:00,2,2,flat,Victoria Island (VI),Oniru,False,True,True,True,True,2,12000000.0
5563,3396054,2026-04-15 22:42:33.777046+00:00,4,5,duplex,Lekki,Lekki Phase 1,False,True,True,True,False,0,45000000.0
5564,3433029,2026-04-15 20:51:08.295836+00:00,2,2,flat,Victoria Island (VI),Oniru,False,False,False,False,False,0,13000000.0
5565,3404726,2026-04-16 00:57:04.674710+00:00,2,2,flat,Lekki,Abijo,False,False,False,False,True,0,2200000.0
5566,3433019,2026-04-15 20:51:08.303271+00:00,1,1,mini-flat,Ajah,Power,False,False,True,True,False,0,1500000.0
5567,3433006,2026-04-15 20:51:08.304899+00:00,1,1,mini-flat,Lekki,Ologolo,False,False,False,False,True,0,5500000.0
5568,3433001,2026-04-15 20:51:08.307999+00:00,1,1,mini-flat,Ikeja,Ogba,False,False,False,False,False,0,2300000.0
5569,3366370,2026-04-15 21:14:45.022150+00:00,3,3,terrace,Lekki,Chevron,False,False,True,True,True,0,13000000.0
5570,3433004,2026-04-15 20:51:08.306431+00:00,1,1,flat,Victoria Island (VI),Victoria Island,False,False,False,False,False,1,15000000.0
5571,3432988,2026-04-15 20:51:08.314082+00:00,4,4,duplex,Lekki,Osapa,False,False,True,True,True,0,7500000.0
5572,3432949,2026-04-15 20:51:08.315600+00:00,2,2,flat,Lekki,Ikate,False,False,False,False,True,1,7000000.0
5573,3432982,2026-04-15 20:51:08.322245+00:00,2,2,flat,Ibeju,Eleromo,False,False,False,False,True,0,1500000.0
5574,3396027,2026-04-15 22:42:47.384887+00:00,2,2,flat,Lekki,Ikate,False,True,False,True,True,0,12000000.0
5575,3380501,2026-04-15 22:56:45.524022+00:00,4,4,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
5576,3432984,2026-04-15 20:51:08.318692+00:00,2,2,terrace,Ajah,Olokonla,False,False,False,False,False,0,6000000.0
5577,3371558,2026-04-16 01:24:34.700956+00:00,4,5,duplex,Ajah,Lekki Gardens,True,False,True,True,False,0,7000000.0
5578,3432966,2026-04-15 20:51:27.051538+00:00,2,2,flat,Ajah,Akins,False,False,True,True,False,0,2500000.0
5579,3432961,2026-04-15 20:51:27.056303+00:00,4,4,terrace,Lekki,Lekk,False,False,False,False,True,0,9000000.0
5580,3432958,2026-04-15 20:51:27.057855+00:00,4,4,duplex,Lekki,Lekk,False,False,False,False,False,0,17000000.0
5581,3396012,2026-04-15 22:42:47.390518+00:00,1,1,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,25000000.0
5582,3387592,2026-04-15 22:42:47.393261+00:00,4,4,duplex,Lekki,Chevron,False,False,False,False,True,0,13000000.0
5583,3432964,2026-04-15 20:51:27.054538+00:00,1,1,penthouse,Victoria Island (VI),Oniru,False,True,True,True,False,0,12000000.0
5584,3426025,2026-04-15 21:19:03.906526+00:00,5,5,duplex,Lekki,Ikota,False,False,True,True,True,0,15000000.0
5585,3432955,2026-04-15 20:51:27.061194+00:00,2,2,flat,Ajah,Badore,False,False,True,True,True,0,2000000.0
5586,3432952,2026-04-15 20:51:27.062832+00:00,1,1,penthouse,Victoria Island (VI),Oniru,False,False,False,False,False,0,11000000.0
5587,3304500,2026-04-15 20:51:27.064382+00:00,4,5,terrace,Ajah,Lekk,True,False,True,True,False,0,9000000.0
5588,3432942,2026-04-15 20:51:27.068640+00:00,2,2,flat,Ajah,Olokonla,False,False,False,False,False,0,3500000.0
5589,3432932,2026-04-15 20:51:27.071387+00:00,4,4,duplex,Lekki,Chevron,True,False,False,False,False,0,10000000.0
5590,3432939,2026-04-15 20:51:27.065953+00:00,3,3,penthouse,Ajah,Olokonla,False,False,False,False,False,0,4000000.0
5591,3432936,2026-04-15 20:51:27.074158+00:00,1,1,studio,Lekki,Idado,False,False,True,True,True,0,1300000.0
5592,3380490,2026-04-15 22:56:45.526755+00:00,4,5,terrace,Lekki,Chevron,True,False,False,False,True,0,8000000.0
5593,3432935,2026-04-15 20:51:45.005077+00:00,2,2,flat,Ajah,Olokonla,False,False,False,False,False,0,3500000.0
5594,3432933,2026-04-15 20:51:45.007820+00:00,1,1,mini-flat,Lekki,Ologolo,False,False,False,False,True,0,5500000.0
5595,3423439,2026-04-15 20:51:45.013321+00:00,4,4,terrace,Lekki,Lekki Phase 1,True,True,True,True,True,2,35000000.0
5596,3410677,2026-04-15 20:51:45.016044+00:00,1,1,studio,Lekki,Lekki Phase 1,False,False,True,True,True,0,3000000.0
5597,3106841,2026-04-15 20:51:45.018755+00:00,4,4,terrace,Victoria Island (VI),Victoria Island,False,False,False,False,False,2,38000000.0
5598,3374667,2026-04-15 21:14:45.039394+00:00,4,4,duplex,Lekki,Chevron,True,False,True,True,True,0,15000000.0
5599,3388825,2026-04-15 22:42:47.396016+00:00,4,4,duplex,Lekki,Chevron,True,False,True,True,False,0,15000000.0
5600,3404723,2026-04-16 00:57:04.676229+00:00,2,3,flat,Lekki,Abijo,False,False,False,False,True,0,2200000.0
5601,3432918,2026-04-15 20:51:45.028222+00:00,5,5,duplex,Lekki,Chevron,True,False,True,True,False,1,15000000.0
5602,3161420,2026-04-15 20:51:45.021481+00:00,3,3,flat,Ikoyi,Banana Island,False,False,False,True,False,1,55000000.0
5603,3299941,2026-04-15 20:51:45.029873+00:00,1,1,flat,Lekki,Agungi,False,False,True,True,True,0,2500000.0
5604,3432834,2026-04-15 20:52:19.944676+00:00,2,3,flat,Lekki,Ologolo,False,False,False,False,False,0,6500000.0
5605,3395961,2026-04-15 22:42:47.398781+00:00,3,3,flat,Ajah,Sangotedo,False,False,True,True,False,0,4000000.0
5606,3395969,2026-04-15 22:42:47.401545+00:00,3,3,flat,Ikoyi,Ikoyi,False,True,False,True,True,2,30000000.0
5607,3314064,2026-04-15 20:51:45.024223+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,1,30000000.0
5608,3346415,2026-04-15 20:51:45.034335+00:00,2,2,flat,Lekki,Agungi,False,False,False,True,True,0,4000000.0
5609,3346422,2026-04-15 20:51:45.038882+00:00,2,2,flat,Lekki,Agungi,False,False,False,True,True,0,4000000.0
5610,3419676,2026-04-15 20:51:45.041223+00:00,4,4,terrace,Lekki,Lekki Phase 2,False,False,True,True,False,0,15000000.0
5611,3432903,2026-04-15 20:51:45.043624+00:00,1,2,flat,Lekki,Agungi,False,False,False,False,True,0,3000000.0
5612,3432901,2026-04-15 20:51:45.048361+00:00,2,3,flat,Lekki,Ikota,False,False,False,False,False,0,4500000.0
5613,3364107,2026-04-16 01:28:56.801095+00:00,2,2,flat,Ajah,Abijo,False,False,False,False,False,0,1800000.0
5614,3432891,2026-04-15 20:52:02.787597+00:00,4,5,terrace,Lekki,Ikota,False,False,True,True,False,0,6500000.0
5615,3432882,2026-04-15 20:52:02.790605+00:00,3,3,terrace,Ajah,Abraham,False,False,True,True,True,0,7000000.0
5616,3432887,2026-04-15 20:52:02.792130+00:00,2,3,flat,Lekki,Ologolo,False,True,False,False,False,0,8000000.0
5617,3432886,2026-04-15 20:52:02.793640+00:00,3,4,terrace,Lekki,Ikate,True,False,False,False,True,0,14000000.0
5618,3432840,2026-04-15 20:52:19.939215+00:00,4,5,duplex,Lekki,Ologolo,True,False,False,False,False,0,15000000.0
5619,3432893,2026-04-15 20:52:02.786064+00:00,1,2,mini-flat,Lekki,Ologolo,False,False,False,False,True,0,5500000.0
5620,3380489,2026-04-15 22:56:45.529493+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,40000000.0
5621,3408546,2026-04-15 20:52:02.796678+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
5622,3432884,2026-04-15 20:52:02.798188+00:00,2,3,flat,Lekki,Igbo,False,False,False,False,False,0,12000000.0
5623,3432883,2026-04-15 20:52:02.799704+00:00,1,2,flat,Ajah,Ajah,False,False,False,False,True,0,4000000.0
5624,3432881,2026-04-15 20:52:02.801249+00:00,2,2,flat,Ikoyi,Ikoyi,False,True,False,False,True,0,35000000.0
5625,3432878,2026-04-15 20:52:02.804254+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,20000000.0
5626,3432837,2026-04-15 20:52:19.941946+00:00,1,1,studio,Ajah,Badore,False,False,True,True,False,0,1000000.0
5627,3383481,2026-04-15 22:54:58.160999+00:00,2,2,flat,Lekki,Ologolo,False,False,False,False,False,0,6500000.0
5628,3430862,2026-04-15 20:52:02.807283+00:00,2,2,terrace,Lekki,Orchid,False,True,True,True,True,0,5000000.0
5629,3395965,2026-04-15 22:42:47.404239+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,False,1,12000000.0
5630,3432865,2026-04-15 20:52:02.808788+00:00,2,2,flat,Lekki,Ikate,False,True,False,False,True,1,12000000.0
5631,3432836,2026-04-15 20:52:02.814679+00:00,3,3,terrace,Lekki,Ikate,True,False,False,False,True,0,14000000.0
5632,3404288,2026-04-15 21:14:59.746271+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,25000000.0
5633,3432829,2026-04-15 20:52:19.952873+00:00,4,5,duplex,Lekki,Igbo,True,False,False,False,False,0,15000000.0
5634,2871890,2026-04-15 20:52:19.947433+00:00,1,1,flat,Ibeju Lekki,Malete,False,False,True,True,True,0,350000.0
5635,3339605,2026-04-16 01:23:20.024422+00:00,1,1,flat,Lekki,Ikota,False,False,True,True,True,0,2500000.0
5636,3432827,2026-04-15 20:52:19.955542+00:00,2,2,flat,Surulere,Kilo,False,False,False,False,True,0,4000000.0
5637,3432815,2026-04-15 20:52:19.961029+00:00,4,4,duplex,Lekki,Freedom,True,False,False,False,False,0,24000000.0
5638,3404321,2026-04-15 21:14:59.748700+00:00,1,1,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,10000000.0
5639,3432803,2026-04-15 20:52:19.969208+00:00,1,1,mini-flat,Surulere,Adekunle,False,False,False,True,False,0,2500000.0
5640,3415439,2026-04-15 20:52:19.971909+00:00,1,1,mini-flat,Lekki,Gate Estate,False,False,True,True,True,0,4500000.0
5641,3432801,2026-04-15 20:52:19.974640+00:00,2,2,flat,Ajah,Ado,False,False,True,True,False,0,1700000.0
5642,3432789,2026-04-15 20:52:19.977370+00:00,3,3,flat,Ikorodu,Ebute,False,False,False,False,False,0,1800000.0
5643,3405217,2026-04-15 21:15:14.550407+00:00,4,4,duplex,Lekki,Orchid,True,False,True,True,True,0,13000000.0
5644,3405253,2026-04-15 21:15:14.552865+00:00,4,4,terrace,Lekki,Chevron,True,False,True,True,True,0,9000000.0
5645,3357770,2026-04-15 20:52:39.443738+00:00,2,2,flat,Ikorodu,Ebute,False,False,False,False,False,0,2500000.0
5646,3412534,2026-04-15 20:52:39.451688+00:00,4,4,duplex,Victoria Island (VI),Oniru,False,True,True,True,True,0,40000000.0
5647,3395920,2026-04-15 22:42:47.409442+00:00,2,2,flat,Lekki,Phase,False,False,True,True,True,0,7000000.0
5648,3395908,2026-04-15 22:42:47.412128+00:00,5,5,duplex,Ajah,Ajah,True,False,False,False,True,0,9000000.0
5649,3432762,2026-04-15 20:52:39.446490+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,True,True,False,0,2000000.0
5650,3391770,2026-04-15 22:42:47.414736+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,9000000.0
5651,3410899,2026-04-15 21:15:14.565218+00:00,4,4,duplex,Ajah,Ajah,False,True,False,True,True,0,13000000.0
5652,3414008,2026-04-15 21:15:14.577417+00:00,4,4,duplex,Lekki,Vgc,True,False,True,True,True,0,14000000.0
5653,3432724,2026-04-15 20:52:39.462237+00:00,1,1,studio,Ajah,Sangotedo,False,False,False,False,False,0,500000.0
5654,3329659,2026-04-15 20:52:39.476700+00:00,4,4,terrace,Ikoyi,Banana Island,False,False,True,True,True,2,50000000.0
5655,3432689,2026-04-15 20:52:39.479431+00:00,3,3,flat,Victoria Island (VI),Oniru,False,False,False,True,True,0,20000000.0
5656,3395889,2026-04-15 22:42:47.419984+00:00,3,3,terrace,Lekki,Ologolo,True,False,False,True,True,1,8000000.0
5657,3417476,2026-04-15 21:15:29.093594+00:00,2,2,flat,Lekki,Osapa,False,False,False,True,True,0,6000000.0
5658,3383430,2026-04-15 22:54:58.179502+00:00,4,4,terrace,Ikoyi,Ikoyi,True,True,False,False,True,0,50000000.0
5659,3424689,2026-04-15 20:52:39.490439+00:00,2,2,flat,Lekki,Ologolo,False,False,False,True,True,0,8000000.0
5660,3423517,2026-04-15 20:52:54.543752+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,3,15000000.0
5661,3432673,2026-04-15 20:52:54.545341+00:00,2,2,Maisonette,Lekki,Ikate,False,False,True,True,True,1,10000000.0
5662,3432667,2026-04-15 20:52:54.546874+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,18000000.0
5663,3417485,2026-04-15 21:15:29.098739+00:00,4,4,terrace,Lekki,Ologolo,True,False,False,True,True,0,13000000.0
5664,3432662,2026-04-15 20:52:54.549918+00:00,1,1,studio,Ojodu,Alagbole,False,False,True,True,False,0,500000.0
