,property_ref,scraped_at,bedrooms,bathrooms,type,area,sub_area,has_bq,is_furnished,in_estate,security,serviced,luxury_features,price
5266,3434180,2026-04-15 20:43:06.855251+00:00,2,3,flat,Ajah,Abraham,False,False,True,True,True,0,3600000.0
5267,3434175,2026-04-15 20:43:06.856794+00:00,5,5,duplex,Lekki,Ologolo,False,False,True,True,False,1,25000000.0
5268,3425484,2026-04-15 21:16:53.828991+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,True,0,10000000.0
5269,3388567,2026-04-15 22:50:51.903211+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,10000000.0
5270,3433930,2026-04-15 20:44:21.113308+00:00,1,1,flat,Yaba,Jibowu,False,False,False,True,True,0,750000.0
5271,3426699,2026-04-15 21:16:53.840828+00:00,2,3,flat,Lekki,Orchid,False,False,False,True,True,0,6000000.0
5272,3434170,2026-04-15 20:43:06.864377+00:00,3,4,flat,Magodo,Gra Phase 2,False,False,True,True,False,0,7000000.0
5273,3434169,2026-04-15 20:43:06.865891+00:00,4,4,duplex,Victoria Island (VI),Victoria Island,False,False,False,False,False,0,32000000.0
5274,3434165,2026-04-15 20:43:06.867400+00:00,3,3,terrace,Lekki,Ikate,False,False,True,True,True,2,15000000.0
5275,3388943,2026-04-15 22:50:51.905849+00:00,4,4,terrace,Victoria Island (VI),Oniru,False,False,False,True,True,0,30000000.0
5276,3383727,2026-04-15 20:43:26.340853+00:00,3,3,terrace,Lekki,Ikate,False,False,True,True,False,0,15000000.0
5277,3396182,2026-04-15 20:43:26.343249+00:00,4,4,duplex,Lekki,,False,False,False,False,False,0,15000000.0
5278,3383614,2026-04-15 20:43:06.877754+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,14000000.0
5279,3416664,2026-04-15 21:49:29.222713+00:00,4,4,terrace,Ikoyi,Ikoyi,False,False,False,False,False,1,60000000.0
5280,3396418,2026-04-15 22:41:52.152952+00:00,1,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,10000000.0
5281,3396409,2026-04-15 22:41:52.155525+00:00,4,4,terrace,Ajah,Ogombo,False,False,False,False,True,0,8000000.0
5282,3396406,2026-04-15 22:41:52.158117+00:00,2,2,flat,Ajah,Ogombo,False,False,False,False,True,0,5500000.0
5283,3433979,2026-04-15 20:43:26.357625+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,False,0,30000000.0
5284,3434135,2026-04-15 20:43:26.354494+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,2,26500000.0
5285,3426644,2026-04-15 21:17:07.375122+00:00,1,2,duplex,Lekki,Lekki Phase 2,False,False,True,True,False,0,3500000.0
5286,3434125,2026-04-15 20:43:26.359151+00:00,4,5,duplex,Ajah,Thomas Estate,False,False,True,True,False,0,8500000.0
5287,3434113,2026-04-15 20:43:26.360668+00:00,3,3,terrace,Lekki,Ikate,False,False,False,False,False,0,14000000.0
5288,3434095,2026-04-15 20:43:26.363694+00:00,2,2,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,4000000.0
5289,3434083,2026-04-15 20:43:26.366742+00:00,3,3,flat,Ikoyi,Banana Island,False,False,False,False,False,0,45000000.0
5290,3388793,2026-04-15 22:50:51.908498+00:00,4,4,duplex,Lekki,Ikota,True,False,False,False,False,0,12000000.0
5291,3434085,2026-04-15 20:43:26.365210+00:00,4,4,terrace,Lekki,Ikota,True,False,False,True,True,0,8500000.0
5292,3420854,2026-04-15 21:11:43.677553+00:00,3,4,flat,Lekki,Ikate,False,True,True,True,True,0,15000000.0
5293,3396400,2026-04-15 22:41:52.163478+00:00,4,4,duplex,Ajah,Ogombo,False,False,False,False,True,0,8500000.0
5294,3355626,2026-04-15 21:17:07.379734+00:00,5,5,terrace,Lekki,Ikota,True,True,True,True,False,3,55000000.0
5295,3418416,2026-04-15 20:43:26.371365+00:00,1,2,mini-flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,9000000.0
5296,3434056,2026-04-15 20:43:46.366904+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,6000000.0
5297,3396398,2026-04-15 22:41:52.166071+00:00,4,4,terrace,Lekki,Ikota,False,False,False,False,True,0,9000000.0
5298,3396395,2026-04-15 22:41:52.168655+00:00,3,3,duplex,Lekki,Lekki Phase 2,True,False,True,True,False,0,8000000.0
5299,3434036,2026-04-15 20:43:46.377584+00:00,2,2,flat,Ajah,Sangotedo,False,False,True,True,True,0,2800000.0
5300,3434025,2026-04-15 20:43:46.381978+00:00,2,2,flat,Ajah,Royal Garden,False,True,True,True,False,0,7000000.0
5301,3434044,2026-04-15 20:43:46.374527+00:00,4,4,terrace,Ikeja,Ikeja,False,False,False,False,False,0,20000000.0
5302,3396388,2026-04-15 22:41:52.173861+00:00,3,3,studio,Ikoyi,Banana Island,False,False,True,True,True,3,35000000.0
5303,3380607,2026-04-16 01:19:34.643623+00:00,4,4,terrace,Lekki,Ikota,False,True,False,True,True,0,10000000.0
5304,3396384,2026-04-15 22:41:52.176613+00:00,1,2,flat,Ajah,Ogombo,False,False,False,False,True,0,1800000.0
5305,3434003,2026-04-15 20:44:05.130686+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,15000000.0
5306,3433927,2026-04-15 20:44:21.116045+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,False,False,False,0,2500000.0
5307,3290883,2026-04-15 22:54:24.972671+00:00,3,3,flat,Ikoyi,Avenue Estate,False,True,True,True,True,0,44990000.0
5308,3433987,2026-04-15 20:44:05.140837+00:00,1,1,flat,Surulere,Lawanson,False,False,False,False,False,0,2500000.0
5309,3419081,2026-04-15 21:42:24.363594+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,30000000.0
5310,3396337,2026-04-15 22:42:06.231521+00:00,4,4,duplex,Lekki,Chevron,True,False,True,True,False,0,13000000.0
5311,3433963,2026-04-15 20:44:05.162831+00:00,4,4,duplex,Lekki,Ologolo,False,False,True,True,True,0,15000000.0
5312,3408552,2026-04-15 20:44:05.164400+00:00,2,2,flat,Lekki,Lekk,False,False,False,True,False,0,13000000.0
5313,3396833,2026-04-15 21:17:21.533260+00:00,3,3,flat,Ajah,Sangotedo,False,False,False,True,False,0,4500000.0
5314,3419066,2026-04-15 21:42:24.372717+00:00,4,4,terrace,Lekki,Ikota,False,False,False,False,True,0,7000000.0
5315,3433959,2026-04-15 20:44:05.169703+00:00,3,3,terrace,Ajah,Abraham,False,False,True,True,True,0,7000000.0
5316,3433947,2026-04-15 20:44:21.094498+00:00,2,2,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,2500000.0
5317,3426562,2026-04-15 21:17:21.545122+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,35000000.0
5318,3416104,2026-04-15 21:11:43.690040+00:00,2,2,flat,Ikoyi,Ikoyi,False,True,False,True,True,2,40000000.0
5319,3393339,2026-04-16 01:11:38.942878+00:00,3,3,flat,Lekki,Ikate,False,False,False,False,True,0,14000000.0
5320,3352766,2026-04-15 20:44:21.121159+00:00,4,4,terrace,Ikoyi,Ikoyi,True,False,False,True,True,2,60000000.0
5321,3433821,2026-04-15 20:44:21.130510+00:00,3,3,flat,Lekki,Ikota,False,False,False,False,False,0,5000000.0
5322,3426459,2026-04-15 21:17:37.843091+00:00,3,3,Maisonette,Lekki,Ikate,False,True,False,False,True,0,18000000.0
5323,3433915,2026-04-15 20:44:21.126691+00:00,3,4,flat,Ikoyi,Ikoyi,False,True,False,False,True,1,50000000.0
5324,3292234,2026-04-15 20:46:47.348330+00:00,5,5,duplex,Ajah,Blenco,True,False,True,True,False,1,10000000.0
5325,3426438,2026-04-15 21:17:51.675038+00:00,4,4,duplex,Lekki,Lekk,True,True,False,True,True,0,13000000.0
5326,3396347,2026-04-15 22:42:06.239615+00:00,4,4,duplex,Ajah,Thomas Estate,True,False,True,True,False,0,7000000.0
5327,3290800,2026-04-15 20:44:37.952279+00:00,3,3,flat,Ikoyi,Avenue Estate,False,True,True,True,True,0,44500000.0
5328,3291846,2026-04-15 20:44:37.954911+00:00,4,4,flat,Ikoyi,Banana Island,False,False,False,False,True,1,44900000.0
5329,3302911,2026-04-15 20:44:37.962989+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,True,2,50000101.0
5330,3396342,2026-04-15 22:42:06.242316+00:00,4,5,duplex,Lekki,Orchid,True,False,False,False,False,0,10000000.0
5331,3396340,2026-04-15 22:42:06.245021+00:00,3,3,Maisonette,Lekki,Ikate,True,False,False,False,False,0,14000000.0
5332,3396335,2026-04-15 22:42:06.247700+00:00,2,2,flat,Lekki,Chevron,False,False,False,False,True,0,6000000.0
5333,3361448,2026-04-16 02:14:19.588002+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,True,0,15000000.0
5334,3433897,2026-04-15 20:44:37.978304+00:00,1,1,mini-flat,Lekki,Lekki Phase 1,False,True,True,True,True,2,7500000.0
5335,3373556,2026-04-15 20:44:37.991713+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,False,False,True,2,40000000.0
5336,3418999,2026-04-15 21:42:24.384487+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
5337,3375013,2026-04-15 20:44:37.995752+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,1,43000000.0
5338,3396333,2026-04-15 22:42:06.250372+00:00,2,2,flat,Lekki,Conservative,False,False,False,False,True,0,4000000.0
5339,3396328,2026-04-15 22:42:06.253129+00:00,4,4,duplex,Lekki,Ikota,False,False,False,False,False,0,10000000.0
5340,3358064,2026-04-15 22:42:06.255840+00:00,4,4,terrace,Victoria Island (VI),Oniru Estate,False,False,True,True,True,0,30000000.0
5341,3426411,2026-04-15 21:17:51.691543+00:00,4,4,duplex,Lekki,Lekk,False,False,True,True,True,0,16000000.0
5342,3416431,2026-04-15 21:50:37.386420+00:00,3,4,flat,Ajah,Mobil,False,False,False,False,False,0,4000000.0
5343,3360280,2026-04-15 22:42:06.258521+00:00,4,4,duplex,Lekki,Chevron,False,False,True,True,False,0,12000000.0
5344,3426390,2026-04-15 21:17:51.701094+00:00,3,3,flat,Ajah,Olokonla,False,False,True,True,True,0,3500000.0
5345,3414213,2026-04-15 20:45:02.223051+00:00,3,3,flat,Ikoyi,Banana Island,False,False,False,False,True,3,39999900.0
5346,3414398,2026-04-15 20:45:02.230966+00:00,3,3,flat,Ikoyi,Banana Island,False,False,True,True,True,2,35000000.0
5347,3426307,2026-04-15 21:18:05.628873+00:00,2,3,flat,Ikeja,Awolowo,False,False,False,False,False,0,2000000.0
5348,3388812,2026-04-15 22:50:51.911124+00:00,4,4,terrace,Lekki,Orchid,False,False,False,False,True,1,8500000.0
5349,3415186,2026-04-15 20:45:02.255441+00:00,4,3,terrace,Ikoyi,Banana Island,True,False,True,True,True,2,49999999.0
5350,3415377,2026-04-15 20:45:02.258168+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,True,True,True,2,35000000.0
5351,3426313,2026-04-15 21:18:05.641411+00:00,4,4,duplex,Lekki,Chevron,False,True,False,True,True,1,30000000.0
5352,3414865,2026-04-15 20:45:02.247149+00:00,3,3,flat,Ikoyi,Banana Island,False,False,True,True,True,2,45000000.0
5353,3414778,2026-04-15 20:45:02.249872+00:00,4,4,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,2,50000000.0
5354,3393334,2026-04-16 01:11:38.944542+00:00,3,3,duplex,Lekki,Agungi,False,False,False,False,False,0,10000000.0
5355,3416191,2026-04-15 20:45:18.954780+00:00,4,4,duplex,Ikoyi,Parkview,True,False,True,True,True,0,32500000.0
5356,3426052,2026-04-15 21:18:05.653005+00:00,3,3,penthouse,Ikeja,Ikeja,False,False,False,False,True,0,25000000.0
5357,3388821,2026-04-15 22:50:51.913773+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,45000000.0
5358,3433865,2026-04-15 20:45:18.973448+00:00,1,1,mini-flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,11000000.0
5359,3428129,2026-04-15 21:11:43.704343+00:00,2,2,flat,Ajah,Court Estate,False,False,True,True,False,1,2200000.0
5360,3426254,2026-04-15 21:18:20.198507+00:00,2,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,13000000.0
5361,3433856,2026-04-15 20:45:18.992529+00:00,2,3,flat,Lekki,Osapa,False,False,False,False,False,0,4000000.0
5362,3426220,2026-04-15 21:18:20.213646+00:00,1,1,flat,Victoria Island (VI),Legail,False,False,False,False,False,0,10000000.0
5363,3419541,2026-04-15 20:45:18.987821+00:00,3,3,flat,Ikoyi,Banana Island,False,False,True,True,True,2,50000000.0
5364,3416294,2026-04-15 21:52:56.265629+00:00,3,2,flat,Surulere,Eric,False,False,False,False,False,0,5000000.0
5365,3388934,2026-04-15 22:50:51.916494+00:00,4,4,duplex,Ajah,Ajah,False,False,False,True,True,0,7000000.0
5366,3433847,2026-04-15 20:45:42.795813+00:00,1,1,mini-flat,Ajah,Olokonla,False,False,False,False,False,0,2500000.0
5367,3433845,2026-04-15 20:45:42.803874+00:00,4,5,duplex,Lekki,Idado,True,False,False,False,False,0,15000000.0
5368,3409213,2026-04-15 20:45:42.806618+00:00,3,4,flat,Ikoyi,Banana Island,False,True,False,False,True,2,60000000.0
5369,3414823,2026-04-15 20:45:42.809366+00:00,3,3,penthouse,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,25000000.0
5370,3426205,2026-04-15 21:18:33.890378+00:00,1,1,flat,Ikoyi,Ikoyi,False,False,False,False,True,2,17000000.0
5371,3433839,2026-04-15 12:24:22.304469+00:00,1,1,studio,Lekki,Bay Estate,False,False,True,True,False,0,1200000.0
5372,3426201,2026-04-15 21:18:33.892800+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,True,3,35000000.0
5373,3426199,2026-04-15 21:18:33.895179+00:00,4,4,flat,Ikoyi,Banana Island,False,False,False,False,True,0,35000000.0
5374,3395923,2026-04-16 01:08:57.497360+00:00,4,5,flat,Ajah,U3 Estate,False,False,False,True,False,0,6500000.0
5375,3396281,2026-04-15 22:42:06.273616+00:00,4,5,Maisonette,Ikoyi,Banana Island,True,False,True,True,True,0,45000000.0
5376,3361437,2026-04-16 02:14:19.590533+00:00,4,4,duplex,Lekki,Ikota,True,False,False,False,False,0,17000000.0
5377,3433831,2026-04-15 20:45:42.834178+00:00,3,5,terrace,Lekki,Ikate,True,False,True,True,False,2,14000000.0
5378,3433827,2026-04-15 20:46:04.402273+00:00,2,3,terrace,Lekki,Ikota,True,False,False,False,True,0,6500000.0
5379,3433809,2026-04-15 20:46:04.404692+00:00,1,2,flat,Lekki,Osapa,False,False,False,False,True,0,3800000.0
5380,3426197,2026-04-15 21:18:33.897522+00:00,2,2,flat,Ikoyi,Banana Island,False,False,True,True,False,1,35000000.0
5381,3433820,2026-04-15 20:45:42.836916+00:00,3,3,flat,Lekki,Ikota,False,False,False,False,False,0,5000000.0
5382,3380582,2026-04-16 01:19:34.645245+00:00,3,3,flat,Victoria Island (VI),Oniru,False,True,True,True,True,2,10500000.0
5383,3433776,2026-04-15 20:46:04.414271+00:00,3,2,flat,Ajah,Ado,False,False,False,False,False,0,4000000.0
5384,3352568,2026-04-15 21:18:33.904571+00:00,2,2,flat,Lekki,Igbo,False,False,False,True,True,0,7000000.0
5385,3416238,2026-04-15 21:52:56.289016+00:00,4,4,duplex,Lekki,Vgc,False,False,False,False,True,0,10000000.0
5386,3396271,2026-04-15 22:42:19.807819+00:00,4,5,Maisonette,Victoria Island (VI),Oniru,True,False,False,True,True,0,25000000.0
5387,3364130,2026-04-15 22:54:24.975407+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,True,2,35000000.0
5388,3433746,2026-04-15 20:46:04.424464+00:00,5,5,duplex,Lekki,Ikota,True,False,False,False,True,0,12000000.0
5389,3433758,2026-04-15 20:46:04.427224+00:00,4,4,duplex,Ajah,Ajiwe,True,True,True,True,False,1,10000000.0
5390,3426092,2026-04-15 21:18:48.904186+00:00,2,2,flat,Lekki,Ikate,False,False,False,True,False,1,15000000.0
5391,3396262,2026-04-15 22:42:19.810480+00:00,2,2,bungalow,Lekki,Ilasan,False,False,False,False,True,0,6000000.0
5392,3433740,2026-04-15 20:46:04.437810+00:00,3,3,flat,Lekki,Victoria Garden,False,False,False,False,True,0,5500000.0
5393,3393162,2026-04-15 20:46:04.440187+00:00,3,3,flat,Ajah,Lekki Gardens,False,False,False,False,True,0,7000000.0
5394,3396483,2026-04-15 20:46:04.444915+00:00,4,4,duplex,Ajah,Sangotedo,False,False,False,True,False,0,4500000.0
5395,3397183,2026-04-15 20:46:04.447312+00:00,3,3,flat,Lekki,Orchid,False,False,False,False,True,0,4500000.0
5396,3415677,2026-04-15 21:56:28.844741+00:00,3,3,bungalow,Ibeju Lekki,Oribanwa,True,False,True,True,False,0,3500000.0
5397,3433720,2026-04-15 20:46:26.927222+00:00,4,4,terrace,Ajah,Ikota,False,True,True,True,False,1,15000000.0
5398,3433702,2026-04-15 20:46:26.932823+00:00,1,1,mini-flat,Ajah,Ado,False,False,True,True,True,0,1400000.0
5399,3433700,2026-04-15 20:46:26.941089+00:00,4,4,duplex,Lekki,Orchid,False,False,False,False,False,0,8000000.0
5400,3433698,2026-04-15 20:46:26.946573+00:00,4,5,terrace,Victoria Island (VI),Victoria Island,False,False,False,False,False,0,38000000.0
5401,3311289,2026-04-15 20:46:26.949300+00:00,5,5,duplex,Lekki,Ikota,True,False,False,False,False,0,15000000.0
5402,3426077,2026-04-15 21:18:48.911566+00:00,3,4,flat,Lekki,Ologolo,False,False,False,True,True,0,8500000.0
5403,3435700,2026-04-16 00:18:55.501831+00:00,1,1,studio,Victoria Island (VI),Ajose,False,False,False,False,True,0,3500000.0
5404,3433687,2026-04-15 20:46:26.960269+00:00,2,2,flat,Gbagada,Ifako,False,False,False,False,False,0,4000000.0
5405,2524980,2026-04-16 00:12:30.066748+00:00,4,4,duplex,Ikoyi,Parkview,True,False,True,True,True,0,35000005.0
5406,3433640,2026-04-15 20:46:47.337444+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,6000000.0
5407,3380561,2026-04-16 01:19:34.646772+00:00,5,5,terrace,Magodo,Gra Phase 2,False,True,True,True,False,0,20000000.0
5408,3435665,2026-04-16 00:18:55.503503+00:00,5,5,terrace,Ikoyi,Parkview,True,True,True,True,True,0,65000000.0
5409,3433686,2026-04-15 20:46:26.962997+00:00,4,4,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,1,25000000.0
5410,3433672,2026-04-15 20:46:47.313320+00:00,4,4,terrace,Victoria Island (VI),Victoria Island,True,False,True,True,True,2,35000000.0
5411,3428751,2026-04-15 20:46:47.318248+00:00,1,1,flat,Lekki,Ikate,False,False,False,True,True,2,2800000.0
5412,3433665,2026-04-15 20:46:47.321013+00:00,1,1,flat,Victoria Island (VI),Kofo,False,True,False,False,True,1,3500000.0
5413,3433638,2026-04-15 20:46:47.340129+00:00,1,1,studio,Lekki,Chevron,False,False,False,False,True,0,3000000.0
5414,3433642,2026-04-15 20:46:47.331982+00:00,4,4,terrace,Victoria Island (VI),Oniru,True,False,True,True,True,2,35000000.0
5415,3391364,2026-04-15 21:12:03.454311+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,14000000.0
5416,3428050,2026-04-15 21:12:03.466181+00:00,4,5,duplex,Ajah,Adesanya Estate,True,True,True,True,False,0,13000000.0
5417,3433659,2026-04-15 20:46:47.323788+00:00,2,2,flat,Ajah,Blenco,False,False,True,True,False,0,2800000.0
5418,3380558,2026-04-16 01:19:34.648299+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,1,30000000.0
5419,3433608,2026-04-15 20:46:47.353869+00:00,1,1,mini-flat,Ajah,Abraham,False,False,True,True,True,0,2500000.0
5420,3396248,2026-04-15 22:42:19.828783+00:00,1,2,mini-flat,Lekki,Chevy,False,False,False,False,False,0,5000000.0
5421,3292227,2026-04-15 20:47:02.893916+00:00,2,2,duplex,Lekki,Orchid,False,False,True,True,False,0,1100000.0
5422,3428052,2026-04-15 21:12:03.468572+00:00,1,1,flat,Victoria Island (VI),Oniru,False,False,True,True,False,0,10000000.0
5423,3433599,2026-04-15 20:47:02.899427+00:00,2,2,flat,Ajah,Abraham,False,False,False,False,True,0,5000000.0
5424,3433598,2026-04-15 20:47:02.902192+00:00,4,4,duplex,Lekki,Lekk,True,True,False,False,False,0,14000000.0
5425,3433591,2026-04-15 20:47:02.910112+00:00,2,2,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,0,12000000.0
5426,3396244,2026-04-15 22:42:19.836771+00:00,3,4,flat,Lekki,Ologolo,False,False,False,False,True,0,7000000.0
5427,3433595,2026-04-15 20:47:02.904973+00:00,3,3,flat,Ajah,Sangotedo,False,False,True,True,True,0,4000000.0
5428,3428959,2026-04-15 20:47:02.920700+00:00,2,2,flat,Lekki,Ikate,False,False,False,False,True,3,16000000.0
5429,3365013,2026-04-15 20:47:02.923456+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,13000000.0
5430,3433577,2026-04-15 20:47:02.926206+00:00,2,2,terrace,Lekki,Ikate,False,True,True,True,False,0,15000000.0
5431,3433573,2026-04-15 20:47:02.931327+00:00,3,3,flat,Ajah,Sangotedo,False,False,True,True,True,0,4000000.0
5432,3219332,2026-04-15 21:12:03.473306+00:00,3,3,flat,Ikeja,Ikeja,False,False,True,True,True,3,35000000.0
5433,3396241,2026-04-15 22:42:19.839532+00:00,2,2,flat,Lekki,Agungi,False,False,False,True,True,0,4500000.0
5434,3433566,2026-04-15 20:47:02.939310+00:00,1,1,flat,Lekki,Agungi,False,False,False,False,True,0,3800000.0
5435,3433564,2026-04-15 20:47:02.941729+00:00,3,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,2,20000000.0
5436,3396885,2026-04-15 20:47:22.013175+00:00,4,4,terrace,Ikoyi,Ikoyi,True,False,False,True,True,2,60000000.0
5437,3433562,2026-04-15 20:47:22.015966+00:00,3,3,duplex,Magodo,Gra Phase 2,True,False,True,True,False,0,13000000.0
5438,3433493,2026-04-15 20:47:38.368761+00:00,3,3,duplex,Magodo,Gra Phase 2,True,False,True,True,False,0,13000000.0
5439,3396219,2026-04-15 22:42:19.842228+00:00,1,2,mini-flat,Ajah,Abraham,False,False,True,True,False,0,3500000.0
5440,3396217,2026-04-15 22:42:19.844900+00:00,4,5,duplex,Ajah,Abraham,False,False,True,True,False,0,7000000.0
5441,3396212,2026-04-15 22:42:19.847541+00:00,3,4,duplex,Ajah,Abraham,False,False,True,True,False,1,7000000.0
5442,3433547,2026-04-15 20:47:22.032428+00:00,4,4,duplex,Lekki,Ikate,True,False,False,True,False,2,25000000.0
5443,3214582,2026-04-15 21:12:17.810802+00:00,3,3,flat,Ikeja,Ikeja,False,False,False,True,True,0,20000000.0
5444,3428017,2026-04-15 21:12:17.831801+00:00,3,4,flat,Victoria Island (VI),Oniru,False,False,False,True,True,0,25000000.0
5445,3416255,2026-04-15 21:52:56.281945+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,False,1,45000000.0
5446,3386268,2026-04-15 20:47:22.047263+00:00,3,3,flat,Victoria Island (VI),Oniru,False,False,True,True,True,0,20000000.0
5447,3433535,2026-04-15 20:47:22.049988+00:00,2,2,flat,Lekki,Chevron,False,False,True,True,False,0,4000000.0
5448,3433534,2026-04-15 20:47:22.052835+00:00,4,4,terrace,Lekki,Ikate,True,False,False,True,False,2,20000000.0
5449,3427981,2026-04-15 21:12:17.843481+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,True,True,False,0,2000000.0
5450,3433532,2026-04-15 20:47:22.055762+00:00,3,3,terrace,Lekki,Vgc,False,False,False,False,True,0,6500000.0
5451,2920488,2026-04-15 22:42:19.850150+00:00,3,4,duplex,Lekki,Ikota,False,True,True,True,False,0,9000000.0
5452,3433529,2026-04-15 20:47:22.061353+00:00,1,1,flat,Lekki,Ikate,False,False,True,True,True,0,3000000.0
5453,3433522,2026-04-15 20:47:38.343304+00:00,3,3,terrace,Lekki,Ikate,True,False,True,True,False,2,14000000.0
5454,3409067,2026-04-15 20:47:38.345734+00:00,1,1,studio,Lekki,Lekki Phase 1,False,True,True,True,True,0,3500000.0
5455,3299897,2026-04-15 20:47:38.350506+00:00,4,4,terrace,Lekki,Lekk,False,False,True,True,True,0,9000000.0
5456,3427972,2026-04-15 21:12:17.848329+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,True,True,2,40000000.0
5457,3433500,2026-04-15 20:47:38.358439+00:00,1,1,studio,Lekki,Lekki Phase 1,False,False,True,True,True,0,2500000.0
5458,3363517,2026-04-15 22:42:19.852760+00:00,3,4,flat,Ajah,Abraham,False,False,True,True,False,0,6000000.0
5459,3433503,2026-04-15 20:47:38.355976+00:00,1,1,studio,Lekki,Lekki Phase 1,False,False,True,True,True,0,2600000.0
5460,3423226,2026-04-15 20:47:38.366002+00:00,2,2,terrace,Magodo,Gra Phase 1,False,False,True,True,False,0,8000000.0
5461,3426074,2026-04-15 21:18:48.919328+00:00,2,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,4,25000000.0
5462,2268932,2026-04-15 22:42:33.726816+00:00,2,2,flat,Eko Atlantic City,Eko,False,False,False,True,False,3,50000000.0
5463,3328721,2026-04-15 23:19:50.058737+00:00,1,1,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,6500000.0
5464,3433466,2026-04-15 20:47:38.374333+00:00,5,5,terrace,Ikoyi,Ikoyi,True,False,True,True,True,1,60000000.0
5465,3433444,2026-04-15 20:47:38.384383+00:00,4,4,duplex,Ikeja,Adeniyi,False,False,False,False,False,0,12000000.0
5466,3433456,2026-04-15 20:47:38.379497+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,False,2,20000000.0
5467,3433430,2026-04-15 20:47:57.204208+00:00,4,5,duplex,Lekki,Orchid,True,False,False,False,False,0,12000000.0
5468,3433429,2026-04-15 20:47:57.206984+00:00,2,3,flat,Lekki,Admiralty,False,False,False,False,True,0,12000000.0
5469,3380589,2026-04-15 22:42:33.732253+00:00,2,2,flat,Surulere,Kilo,False,False,False,True,False,0,4000000.0
5470,3397760,2026-04-15 20:47:57.215275+00:00,5,5,duplex,Victoria Island (VI),Victoria Island,False,False,False,True,False,1,45000000.0
5471,3423608,2026-04-15 21:12:31.037739+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,False,0,20000000.0
5472,3396180,2026-04-15 22:42:33.734981+00:00,4,4,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,0,20000000.0
5473,3433426,2026-04-15 20:47:57.220899+00:00,5,5,duplex,Lekki,Ikate,False,True,True,True,False,0,25000000.0
5474,2752847,2026-04-15 22:42:33.737721+00:00,2,2,flat,Ibeju Lekki,Ibeju,False,False,False,True,True,0,2500000.0
5475,3433424,2026-04-15 20:47:57.223745+00:00,2,2,terrace,Lekki,Orchid,True,False,False,False,True,0,6500000.0
5476,3433418,2026-04-15 20:47:57.229327+00:00,4,4,duplex,Lekki,Oral Estate,True,False,True,True,True,0,10000000.0
5477,3427940,2026-04-15 21:12:31.042532+00:00,3,3,flat,Lekki,Ikate,False,False,False,True,True,1,20000000.0
5478,3399569,2026-04-15 20:47:57.218065+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,2,23000000.0
5479,3426053,2026-04-15 21:18:48.933265+00:00,3,3,flat,Maryland,Anthony,False,False,True,True,False,0,8000000.0
5480,3433401,2026-04-15 20:47:57.234896+00:00,2,3,flat,Lekki,Ikate,False,True,True,True,False,0,9900000.0
